No	SampleID
4774	cg12511800
4775	cg22361979
4776	cg14591730
4777	cg14744517
4778	cg08580254
4779	cg05374032
4780	cg23419907
4781	cg23695990
4782	cg06710900
4783	cg22699589
4784	cg17506742
4785	cg25480102
4786	cg14384230
4787	cg08785317
4788	cg24432389
4789	cg15675601
4790	cg23639499
4791	cg01962542
4792	cg07563772
4793	cg15575336
4794	cg13787649
4795	cg21860785
4796	cg00901857
4797	cg01287788
4798	cg06292004
4799	cg02860232
4800	cg17180779
4801	cg02001779
4802	cg13044277
4803	cg16785359
4804	cg12342488
4805	cg01833689
4806	cg26363039
4807	cg13110781
4808	cg01270206
4809	cg08751326
4810	cg09625394
4811	cg06012347
4812	cg25014172
4813	cg12272369
4814	cg17579154
4815	cg11207353
4816	cg15229803
4817	cg06596075
4818	cg13329217
4819	cg05667960
4820	cg26442821
4821	cg21040511
4822	cg01133779
4823	cg09511815
4824	cg03331695
4825	cg02150469
4826	cg10100177
4827	cg01734062
4828	cg22901891
4829	cg21067652
4830	cg17792849
4831	cg24757346
4832	cg02852182
4833	cg24403057
4834	cg12536471
4835	cg06744538
4836	cg27168780
4837	cg12182020
4838	cg25722212
4839	cg19333992
4840	cg02042874
4841	cg23197862
4842	cg00686132
4843	cg03202832
4844	cg09655938
4845	cg20654632
4846	cg16518077
4847	cg19406737
4848	cg01821950
4849	cg03378725
4850	cg12333537
4851	cg13464240
4852	cg04585311
4853	cg22139824
4854	cg26872028
4855	cg01398859
4856	cg25180634
4857	cg05355311
4858	cg18584639
4859	cg09461021
4860	cg24478283
4861	cg17244980
4862	cg04249191
4863	cg26590660
4864	cg09492721
4865	cg12081249
4866	cg05160879
4867	cg11420764
4868	cg20402477
4869	cg12206418
4870	cg02026535
4871	cg11586894
4872	cg04815707
4873	cg26434090
4874	cg13108341
4875	cg26390041
4876	cg11174927
4877	cg16213087
4878	cg22611980
4879	cg24106002
4880	cg05960592
4881	cg06494955
4882	cg00113050
4883	cg01028364
4884	cg18166947
4885	cg17652048
4886	cg20215948
4887	cg13485564
4888	cg15444626
4889	cg09254646
4890	cg14676217
4891	cg01881536
4892	cg00449021
4893	cg00868652
4894	cg13349623
4895	cg06815411
4896	cg12797548
4897	cg15609186
4898	cg18384460
4899	cg22026423
4900	cg13048911
4901	cg16773028
4902	cg15103937
4903	cg04729597
4904	cg04661457
4905	cg01440489
4906	cg10145000
4907	cg22435588
4908	cg11264318
4909	cg12806346
4910	cg13234931
4911	cg00221382
4912	cg14166694
4913	cg12446209
4914	cg02280422
4915	cg11533565
4916	cg23590705
4917	cg05658107
4918	cg01558960
4919	cg26533221
4920	cg08020319
4921	cg12384236
4922	cg12897502
4923	cg05641859
4924	cg07408569
4925	cg05735075
4926	cg15468095
4927	cg13185005
4928	cg16906739
4929	cg11988036
4930	cg06849501
4931	cg14042568
4932	cg18622418
4933	cg13249008
4934	cg04459091
4935	cg25434350
4936	cg03928041
4937	cg19769780
4938	cg11878016
4939	cg00107772
4940	cg12975010
4941	cg22411949
4942	cg16973111
4943	cg15970043
4944	cg16056941
4945	cg05330381
4946	cg09694963
4947	cg18049030
4948	cg16196274
4949	cg22236066
4950	cg09703679
4951	cg27238854
4952	cg19568206
4953	cg14160194
4954	cg16182447
4955	cg20531320
4956	cg16059991
4957	cg21478137
4958	cg12880244
4959	cg01874525
4960	cg26683005
4961	cg21111628
4962	cg27300829
4963	cg01405662
4964	cg09055506
4965	cg08467793
4966	cg02550889
4967	cg26422132
4968	cg07048326
4969	cg19843449
4970	cg25537060
4971	cg25515269
4972	cg13943145
4973	cg10933467
4974	cg14977190
4975	cg07877229
4976	cg09003490
4977	cg22920189
4978	cg26729880
4979	cg20862977
4980	cg18080106
4981	cg14627089
4982	cg02227284
4983	cg13791644
4984	cg14679766
4985	cg18800910
4986	cg08471447
4987	cg23271752
4988	cg04535902
4989	cg15827169
4990	cg09569691
4991	cg06371967
4992	cg05810170
4993	cg18349175
4994	cg01930746
4995	cg09396865
4996	cg15980753
4997	cg19131476
4998	cg17311784
4999	cg00714377
5000	cg26064895
5001	cg06987384
5002	cg00343433
5003	cg15607161
5004	cg03044533
5005	cg17654571
5006	cg23399173
5007	cg06871213
5008	cg04663916
5009	cg01643441
5010	cg26867637
5011	cg05072470
5012	cg14438213
5013	cg10560245
5014	cg08055087
5015	cg26999561
5016	cg07687554
5017	cg08868697
5018	cg08905629
5019	cg05006813
5020	cg10984912
5021	cg20131290
5022	cg21674128
5023	cg19635805
5024	cg06187103
5025	cg10133578
5026	cg01557792
5027	cg19358397
5028	cg14665002
5029	cg00453774
5030	cg19248557
5031	cg17548994
5032	cg08515517
5033	cg02300027
5034	cg05008021
5035	cg12898747
5036	cg00635259
5037	cg11391626
5038	cg10906415
5039	cg16377218
5040	cg14350158
5041	cg07225681
5042	cg13058623
5043	cg11550825
5044	cg07034308
5045	cg25428244
5046	cg21565937
5047	cg18489994
5048	cg08321576
5049	cg21493768
5050	cg13149686
5051	cg12169996
5052	cg13367589
5053	cg15454698
5054	cg20000688
5055	cg05100268
5056	cg08504712
5057	cg00982543
5058	cg14496854
5059	cg00480799
5060	cg18880175
5061	cg12492087
5062	cg02114922
5063	cg11059659
5064	cg15806329
5065	cg05475210
5066	cg26647265
5067	cg08985333
5068	cg02544037
5069	cg23477967
5070	cg19799583
5071	cg26876647
5072	cg11470256
5073	cg11827082
5074	cg24610630
5075	cg15930380
5076	cg12912323
5077	cg12143499
5078	cg10178695
5079	cg01957732
5080	cg01876130
5081	cg11409510
5082	cg00753540
5083	cg14777341
5084	cg19795616
5085	cg15111883
5086	cg13084731
5087	cg23079727
5088	cg13924327
5089	cg02723079
5090	cg10880006
5091	cg22437153
5092	cg26886259
5093	cg03046705
5094	cg18666944
5095	cg15114522
5096	cg18722282
5097	cg23615065
5098	cg10936803
5099	cg09721385
5100	cg27541570
5101	cg18896373
5102	cg02778237
5103	cg13874352
5104	cg10622174
5105	cg03359362
5106	cg16378622
5107	cg22921760
5108	cg13835843
5109	cg14120215
5110	cg03498458
5111	cg17244485
5112	cg19747674
5113	cg05766442
5114	cg27631256
5115	cg21830921
5116	cg01633184
5117	cg11244672
5118	cg06644998
5119	cg10169915
5120	cg05669853
5121	cg25907190
5122	cg06491116
5123	cg02515422
5124	cg07436885
5125	cg17369489
5126	cg18813963
5127	cg11437366
5128	cg07914866
5129	cg19731250
5130	cg26093145
5131	cg02238826
5132	cg15993723
5133	cg17709049
5134	cg19360064
5135	cg20959920
5136	cg12060917
5137	cg12066409
5138	cg01833675
5139	cg10818339
5140	cg01726621
5141	cg00905220
5142	cg04777383
5143	cg08181170
5144	cg03657606
5145	cg16360278
5146	cg09946774
5147	cg09855735
5148	cg17125624
5149	cg03238696
5150	cg09761230
5151	cg10066494
5152	cg02214003
5153	cg19224186
5154	cg04429341
5155	cg19479609
5156	cg08697401
5157	cg11908384
5158	cg08778302
5159	cg00495201
5160	cg13007207
5161	cg01223463
5162	cg06252523
5163	cg12788108
5164	cg27433713
5165	cg08394698
5166	cg03769161
5167	cg17411519
5168	cg24699255
5169	cg25407372
5170	cg01975505
5171	cg04865531
5172	cg00397911
5173	cg00442507
5174	cg07463059
5175	cg14072120
5176	cg04568100
5177	cg23012243
5178	cg03329576
5179	cg09610287
5180	cg07413966
5181	cg06908202
5182	cg04686634
5183	cg13806966
5184	cg17747924
5185	cg26296101
5186	cg03447908
5187	cg27062571
5188	cg13433881
5189	cg15229994
5190	cg12155188
5191	cg22589169
5192	cg08630533
5193	cg26807632
5194	cg13966448
5195	cg08295887
5196	cg18374625
5197	cg15225671
5198	cg08241307
5199	cg13306089
5200	cg00150363
5201	cg00468918
5202	cg20266961
5203	cg23192776
5204	cg04086197
5205	cg15775102
5206	cg00862429
5207	cg23660117
5208	cg26192943
5209	cg00688840
5210	cg13482779
5211	cg01884681
5212	cg11361127
5213	cg10842243
5214	cg24430081
5215	cg00381361
5216	cg05207637
5217	cg25104225
5218	cg15610335
5219	cg23008389
5220	cg25396518
5221	cg17772140
5222	cg08350797
5223	cg16575491
5224	cg16385583
5225	cg02487331
5226	cg25154462
5227	cg10626750
5228	cg10045521
5229	cg10054631
5230	cg07016949
5231	cg12002589
5232	cg04520340
5233	cg02361027
5234	cg22017146
5235	cg23787029
5236	cg14161440
5237	cg02935132
5238	cg24045194
5239	cg05198149
5240	cg00143527
5241	cg27032787
5242	cg00655063
5243	cg11286766
5244	cg13929065
5245	cg12907959
5246	cg14427553
5247	cg00020864
5248	cg27079907
5249	cg04844987
5250	cg25406989
5251	cg02897540
5252	cg13045555
5253	cg13380669
5254	cg06153623
5255	cg16167808
5256	cg09560062
5257	cg11784470
5258	cg17028170
5259	cg00918179
5260	cg09371112
5261	cg23791996
5262	cg26932772
5263	cg27073248
5264	cg13077857
5265	cg21567756
5266	cg05790248
5267	cg13922241
5268	cg09862081
5269	cg26808297
5270	cg09030705
5271	cg13914608
5272	cg01180552
5273	cg11643186
5274	cg01287592
5275	cg01954422
5276	cg03790366
5277	cg11251135
5278	cg14160054
5279	cg04258676
5280	cg07775417
5281	cg08910906
5282	cg09464892
5283	cg21213593
5284	cg01374206
5285	cg11903188
5286	cg23999381
5287	cg05430021
5288	cg05384610
5289	cg18531903
5290	cg09248276
5291	cg10243567
5292	cg23711202
5293	cg24581462
5294	cg21550935
5295	cg11382979
5296	cg03957162
5297	cg05974602
5298	cg13868001
5299	cg13175329
5300	cg12610087
5301	cg07190947
5302	cg06531778
5303	cg20554488
5304	cg10120142
5305	cg10045663
5306	cg20510225
5307	cg01466164
5308	cg15726154
5309	cg09815251
5310	cg00016778
5311	cg16709475
5312	cg02205193
5313	cg06430695
5314	cg13702217
5315	cg11961212
5316	cg08814569
5317	cg09492774
5318	cg25318870
5319	cg01282822
5320	cg02292533
5321	cg14742251
5322	cg00024937
5323	cg22976832
5324	cg22919868
5325	cg15747933
5326	cg07143725
5327	cg16284684
5328	cg26943346
5329	cg01012445
5330	cg26401551
5331	cg14118949
5332	cg00466071
5333	cg03643760
5334	cg06443772
5335	cg17492795
5336	cg12639192
5337	cg02868178
5338	cg21100638
5339	cg12742294
5340	cg11867842
5341	cg17425810
5342	cg21283926
5343	cg09176287
5344	cg18765724
5345	cg14097619
5346	cg01249479
5347	cg05767930
5348	cg09169617
5349	cg19619014
5350	cg10152449
5351	cg04217672
5352	cg12854910
5353	cg12027399
5354	cg25071648
5355	cg26466380
5356	cg12416569
5357	cg08534039
5358	cg10363371
5359	cg11325997
5360	cg06254513
5361	cg10114725
5362	cg22107440
5363	cg18748972
5364	cg00718831
5365	cg15387780
5366	cg16077226
5367	cg14031365
5368	cg03724874
5369	cg24113686
5370	cg08905567
5371	cg12826119
5372	cg26168907
5373	cg22026538
5374	cg13693928
5375	cg17852588
5376	cg26192328
5377	cg11667076
5378	cg18079653
5379	cg06416097
5380	cg10284771
5381	cg21794683
5382	cg03730204
5383	cg18234201
5384	cg16369490
5385	cg09609213
5386	cg04152610
5387	cg00258937
5388	cg12645363
5389	cg08761155
5390	cg07696516
5391	cg00590630
5392	cg00174573
5393	cg10101143
5394	cg22606325
5395	cg05846899
5396	cg04144394
5397	cg23314893
5398	cg10420838
5399	cg26944958
5400	cg14761454
5401	cg02578274
5402	cg16901896
5403	cg27638035
5404	cg11293610
5405	cg26445609
5406	cg13245626
5407	cg16988194
5408	cg09902818
5409	cg16360777
5410	cg22495037
5411	cg14003984
5412	cg05360064
5413	cg00821413
5414	cg10119132
5415	cg10735544
5416	cg03184235
5417	cg06161814
5418	cg19200263
5419	cg05981038
5420	cg26437522
5421	cg08272281
5422	cg26754350
5423	cg10014274
5424	cg10406205
5425	cg21999487
5426	cg01072015
5427	cg12827812
5428	cg09949537
5429	cg23927426
5430	cg23355087
5431	cg14954143
5432	cg10414135
5433	cg21585289
5434	cg15199542
5435	cg25989400
5436	cg19692750
5437	cg00747944
5438	cg24360197
5439	cg03739354
5440	cg27620765
5441	cg01302034
5442	cg27606396
5443	cg08210507
5444	cg02319527
5445	cg23842109
5446	cg11127249
5447	cg26466789
5448	cg17278496
5449	cg15854125
5450	cg06963130
5451	cg12390895
5452	cg13776884
5453	cg23004466
5454	cg24697911
5455	cg23467942
5456	cg23639176
5457	cg09947155
5458	cg19193852
5459	cg13857646
5460	cg04721934
5461	cg21851911
5462	cg21248989
5463	cg02071828
5464	cg10539274
5465	cg23198935
5466	cg26847642
5467	cg00430895
5468	cg25428740
5469	cg20684975
5470	cg15894581
5471	cg12909479
5472	cg22735331
5473	cg10754121
5474	cg06050608
5475	cg11692191
5476	cg08391745
5477	cg10650729
5478	cg01702055
5479	cg05956317
5480	cg26636378
5481	cg09777657
5482	cg09120027
5483	cg13050240
5484	cg08810598
5485	cg07055879
5486	cg10445449
5487	cg05679317
5488	cg08543134
5489	cg17496939
5490	cg14707237
5491	cg05471803
5492	cg20909418
5493	cg02715673
5494	cg21278742
5495	cg15284964
5496	cg24727480
5497	cg16797901
5498	cg23686086
5499	cg26011136
5500	cg11779440
5501	cg22867781
5502	cg02164605
5503	cg13648937
5504	cg26975848
5505	cg26229990
5506	cg01168584
5507	cg04248298
5508	cg06793050
5509	cg15903883
5510	cg23094620
5511	cg18652871
5512	cg14612133
5513	cg24376987
5514	cg02182021
5515	cg07548255
5516	cg11700483
5517	cg22511455
5518	cg19623197
5519	cg03689324
5520	cg15405572
5521	cg11872373
5522	cg16156013
5523	cg16986720
5524	cg03202732
5525	cg04580369
5526	cg04771950
5527	cg25853078
5528	cg07718055
5529	cg02705910
5530	cg16207673
5531	cg00922522
5532	cg02640104
5533	cg22176018
5534	cg14979826
5535	cg24186398
5536	cg26518861
5537	cg12275888
5538	cg04308346
5539	cg02970442
5540	cg20202309
5541	cg03193047
5542	cg04834789
5543	cg11262772
5544	cg16124154
5545	cg20107640
5546	cg12415110
5547	cg09277532
5548	cg04986675
5549	cg15060367
5550	cg07964297
5551	cg02446805
5552	cg06789445
5553	cg12689832
5554	cg23609707
5555	cg03755131
5556	cg05181516
5557	cg22567571
5558	cg02028063
5559	cg22820188
5560	cg07642822
5561	cg16404047
5562	cg00297721
5563	cg02812482
5564	cg27360186
5565	cg06437303
5566	cg09120749
5567	cg27327903
5568	cg11635053
5569	cg09229183
5570	cg16482761
5571	cg04835051
5572	cg05208400
5573	cg10989690
5574	cg15367247
5575	cg16527469
5576	cg12759458
5577	cg05312671
5578	cg20127957
5579	cg05131483
5580	cg11405542
5581	cg00654991
5582	cg17196903
5583	cg13026754
5584	cg01005735
5585	cg09317107
5586	cg12686441
5587	cg23548464
5588	cg12184886
5589	cg04795246
5590	cg25951430
5591	cg11468826
5592	cg00453232
5593	cg10438221
5594	cg03820795
5595	cg27657867
5596	cg10282135
5597	cg19437126
5598	cg16637648
5599	cg12251541
5600	cg10190416
5601	cg05984967
5602	cg02983090
5603	cg04483277
5604	cg00102084
5605	cg23541923
5606	cg13874040
5607	cg19971555
5608	cg06943561
5609	cg05393186
5610	cg03802893
5611	cg26108976
5612	cg00987461
5613	cg12743970
5614	cg23127291
5615	cg01649334
5616	cg13070573
5617	cg03018652
5618	cg03992638
5619	cg16892624
5620	cg20108327
5621	cg12466037
5622	cg23987897
5623	cg22149419
5624	cg00051483
5625	cg07521187
5626	cg10653456
5627	cg01724150
5628	cg20226748
5629	cg18764814
5630	cg05880324
5631	cg08960206
5632	cg07096772
5633	cg10401015
5634	cg13709263
5635	cg23244810
5636	cg01996627
5637	cg02999146
5638	cg06856891
5639	cg18826598
5640	cg00252472
5641	cg26074025
5642	cg13995854
5643	cg01094920
5644	cg23534492
5645	cg09147068
5646	cg13248115
5647	cg15042300
5648	cg08710597
5649	cg15962744
5650	cg12221474
5651	cg00135449
5652	cg06616408
5653	cg06107816
5654	cg26316885
5655	cg04213746
5656	cg20957553
5657	cg09018746
5658	cg10095030
5659	cg26491653
5660	cg13425858
5661	cg10763878
5662	cg17386578
5663	cg19144974
5664	cg05061886
5665	cg01879195
5666	cg17847095
5667	cg08736918
5668	cg26313955
5669	cg04713094
5670	cg05975154
5671	cg13429614
5672	cg23759250
5673	cg08502446
5674	cg26221105
5675	cg04800984
5676	cg26868023
5677	cg10292232
5678	cg18163517
5679	cg16044277
5680	cg22481619
5681	cg06394971
5682	cg18302652
5683	cg12782294
5684	cg12515635
5685	cg15550741
5686	cg10547969
5687	cg15503081
5688	cg12847806
5689	cg06913593
5690	cg15043615
5691	cg10211745
5692	cg07432600
5693	cg16037749
5694	cg07111274
5695	cg24918767
5696	cg01735324
5697	cg14851640
5698	cg20875826
5699	cg23100433
5700	cg09379076
5701	cg24148368
5702	cg06895137
5703	cg12738764
5704	cg17445830
5705	cg25738279
5706	cg17366015
5707	cg14705424
5708	cg09571813
5709	cg05689941
5710	cg07626909
5711	cg05289217
5712	cg14430760
5713	cg08108965
5714	cg22987568
5715	cg15311683
5716	cg26102742
5717	cg17199320
5718	cg12449814
5719	cg13336967
5720	cg23791941
5721	cg22538557
5722	cg11731507
5723	cg00539399
5724	cg08241011
5725	cg02079079
5726	cg19224761
5727	cg21656251
5728	cg11676189
5729	cg04229650
5730	cg04658543
5731	cg22995449
5732	cg00850239
5733	cg21552242
5734	cg06579547
5735	cg10917149
5736	cg09854449
5737	cg03600457
5738	cg17593384
5739	cg06581702
5740	cg14254748
5741	cg23689357
5742	cg21758733
5743	cg14839919
5744	cg00566930
5745	cg27207809
5746	cg02008423
5747	cg00940502
5748	cg26595256
5749	cg02424654
5750	cg00125585
5751	cg24150404
5752	cg07930874
5753	cg03959306
5754	cg14930067
5755	cg14914486
5756	cg22363520
5757	cg05309177
5758	cg11182257
5759	cg08826743
5760	cg15987788
5761	cg09039815
5762	cg04804874
5763	cg25162889
5764	cg10344516
5765	cg15608892
5766	cg06734096
5767	cg19384967
5768	cg19921353
5769	cg13326482
5770	cg07732735
5771	cg09853702
5772	cg18810342
5773	cg19446481
5774	cg09862961
5775	cg25733797
5776	cg13734792
5777	cg02089916
5778	cg05359207
5779	cg23402009
5780	cg26802840
5781	cg15945235
5782	cg20054656
5783	cg10248116
5784	cg00245850
5785	cg10968102
5786	cg22162638
5787	cg09017941
5788	cg15958350
5789	cg18282005
5790	cg27649971
5791	cg03607813
5792	cg26189303
5793	cg10056943
5794	cg25828963
5795	cg03500973
5796	cg14267923
5797	cg02447476
5798	cg20496617
5799	cg11337413
5800	cg15461431
5801	cg06928823
5802	cg23480341
5803	cg02676602
5804	cg14373727
5805	cg03834667
5806	cg06969520
5807	cg03484996
5808	cg16437731
5809	cg02225649
5810	cg01636614
5811	cg08625065
5812	cg10373891
5813	cg26365776
5814	cg16096631
5815	cg02848648
5816	cg11993583
5817	cg15820033
5818	cg18444006
5819	cg02111168
5820	cg17833833
5821	cg15474769
5822	cg12277612
5823	cg12786241
5824	cg18325389
5825	cg21532636
5826	cg05008135
5827	cg00822942
5828	cg21828233
5829	cg05894766
5830	cg14401958
5831	cg13953408
5832	cg14277571
5833	cg05469793
5834	cg13251666
5835	cg24059708
5836	cg07191524
5837	cg00084153
5838	cg24693834
5839	cg11971517
5840	cg19507093
5841	cg05008632
5842	cg23143632
5843	cg02537342
5844	cg23723410
5845	cg24613558
5846	cg23212215
5847	cg01494664
5848	cg06509980
5849	cg03834286
5850	cg19875202
5851	cg09586796
5852	cg02295341
5853	cg03389701
5854	cg01421512
5855	cg07633367
5856	cg20333383
5857	cg05474265
5858	cg02319067
5859	cg10968036
5860	cg00486352
5861	cg20243743
5862	cg18365029
5863	cg19318872
5864	cg26934680
5865	cg24874557
5866	cg21425062
5867	cg17825438
5868	cg08872596
5869	cg04549583
5870	cg04026926
5871	cg08307952
5872	cg07440260
5873	cg19706900
5874	cg23768894
5875	cg14785527
5876	cg00221650
5877	cg20357270
5878	cg02940165
5879	cg05707561
5880	cg21757973
5881	cg02812571
5882	cg07879351
5883	cg17334359
5884	cg05064489
5885	cg07308751
5886	cg18472881
5887	cg16077125
5888	cg01246444
5889	cg15512232
5890	cg10744663
5891	cg10150151
5892	cg26450106
5893	cg14762788
5894	cg18996876
5895	cg24623243
5896	cg25226711
5897	cg19167143
5898	cg26181218
5899	cg09332091
5900	cg21153127
5901	cg25237793
5902	cg26699689
5903	cg05098125
5904	cg21374307
5905	cg03861496
5906	cg10407744
5907	cg10936796
5908	cg12033124
5909	cg22058990
5910	cg02678902
5911	cg10484215
5912	cg24383623
5913	cg21838115
5914	cg27045512
5915	cg23058607
5916	cg13202771
5917	cg10853720
5918	cg19259203
5919	cg14035714
5920	cg01989508
5921	cg12640176
5922	cg00454770
5923	cg25763716
5924	cg12167803
5925	cg13880113
5926	cg01238039
5927	cg14979214
5928	cg03304775
5929	cg21236334
5930	cg10364968
5931	cg13217373
5932	cg20179942
5933	cg25485699
5934	cg01432450
5935	cg08552486
5936	cg22809983
5937	cg10852119
5938	cg12407979
5939	cg21690978
5940	cg07921698
5941	cg19914189
5942	cg03289180
5943	cg06219624
5944	cg20076627
5945	cg03899103
5946	cg15872008
5947	cg15348424
5948	cg14027297
5949	cg09727653
5950	cg19968789
5951	cg15666431
5952	cg21636685
5953	cg04586407
5954	cg25883083
5955	cg14761876
5956	cg22569820
5957	cg11857997
5958	cg12361126
5959	cg06445384
5960	cg14197071
5961	cg10684777
5962	cg12918856
5963	cg06607820
5964	cg14642082
5965	cg12312080
5966	cg18765390
5967	cg09514626
5968	cg15337819
5969	cg08945340
5970	cg24861509
5971	cg16384695
5972	cg06322474
5973	cg25072398
5974	cg09499903
5975	cg16251421
5976	cg25968076
5977	cg16322252
5978	cg20036889
5979	cg01374654
5980	cg12669570
5981	cg17697226
5982	cg02494781
5983	cg15576436
5984	cg13091140
5985	cg07804462
5986	cg02989435
5987	cg17673932
5988	cg23882019
5989	cg24951263
5990	cg04766084
5991	cg20138726
5992	cg20132609
5993	cg13255969
5994	cg05928745
5995	cg09446855
5996	cg07252961
5997	cg26725246
5998	cg20324953
5999	cg09596251
6000	cg20587350
6001	cg04062898
6002	cg03678793
6003	cg02972715
6004	cg23849596
6005	cg21814292
6006	cg02545946
6007	cg07103201
6008	cg11425845
6009	cg14670058
6010	cg22492274
6011	cg06649716
6012	cg19258183
6013	cg13077031
6014	cg26065802
6015	cg11591636
6016	cg14002754
6017	cg21518023
6018	cg20776107
6019	cg09197509
6020	cg10652650
6021	cg06114987
6022	cg18384190
6023	cg18649459
6024	cg18456803
6025	cg02929431
6026	cg07030727
6027	cg07363676
6028	cg13280036
6029	cg03317045
6030	cg23475474
6031	cg03934354
6032	cg19412808
6033	cg10658855
6034	cg11201567
6035	cg26145896
6036	cg09136950
6037	cg10963817
6038	cg02242989
6039	cg13015035
6040	cg06189126
6041	cg01914153
6042	cg26995656
6043	cg04904480
6044	cg20169202
6045	cg22577685
6046	cg26988636
6047	cg00085448
6048	cg25545920
6049	cg12360424
6050	cg23631211
6051	cg05834805
6052	cg05897172
6053	cg06390391
6054	cg04275047
6055	cg05701551
6056	cg19297251
6057	cg23109968
6058	cg09824558
6059	cg25596989
6060	cg12306262
6061	cg10703784
6062	cg09867883
6063	cg03450487
6064	cg22019177
6065	cg01601628
6066	cg00150631
6067	cg00930688
6068	cg21484914
6069	cg24185612
6070	cg19644580
6071	cg17099692
6072	cg20944964
6073	cg22641201
6074	cg15219657
6075	cg14028887
6076	cg24898815
6077	cg27221477
6078	cg25489524
6079	cg12929208
6080	cg08507136
6081	cg21141258
6082	cg20884522
6083	cg23046671
6084	cg14029117
6085	cg13570883
6086	cg13421612
6087	cg27604917
6088	cg07647691
6089	cg01815263
6090	cg20075309
6091	cg01278701
6092	cg01006703
6093	cg01513263
6094	cg01798213
6095	cg22065573
6096	cg08381578
6097	cg17511251
6098	cg26368049
6099	cg08626653
6100	cg12122356
6101	cg08202380
6102	cg00672802
6103	cg12876620
6104	cg23034961
6105	cg05139500
6106	cg16506927
6107	cg17174764
6108	cg10458494
6109	cg03895994
6110	cg14972362
6111	cg12193327
6112	cg21416069
6113	cg19308769
6114	cg18979086
6115	cg26189983
6116	cg20787639
6117	cg04764907
6118	cg20239766
6119	cg01943216
6120	cg16643045
6121	cg22421283
6122	cg02839264
6123	cg08030641
6124	cg04106636
6125	cg09896909
6126	cg03781663
6127	cg20407675
6128	cg04732840
6129	cg16555884
6130	cg18608610
6131	cg18127012
6132	cg18035136
6133	cg17740349
6134	cg17294350
6135	cg21135307
6136	cg19976045
6137	cg02766937
6138	cg15978357
6139	cg25793860
6140	cg26146359
6141	cg11586330
6142	cg00367721
6143	cg06153192
6144	cg13716200
6145	cg00241041
6146	cg03553715
6147	cg01730030
6148	cg25531179
6149	cg07430864
6150	cg01335922
6151	cg19703023
6152	cg01476739
6153	cg13431460
6154	cg18340445
6155	cg10322476
6156	cg06782004
6157	cg18630237
6158	cg07640662
6159	cg16805215
6160	cg01517654
6161	cg14401746
6162	cg13442572
6163	cg15069235
6164	cg03732056
6165	cg27385751
6166	cg16538682
6167	cg22547004
6168	cg25357598
6169	cg27634344
6170	cg16262092
6171	cg14920536
6172	cg23375252
6173	cg27136869
6174	cg09890213
6175	cg10780318
6176	cg16892623
6177	cg20212592
6178	cg13189020
6179	cg22763040
6180	cg23557926
6181	cg13766329
6182	cg17743056
6183	cg07207692
6184	cg26515358
6185	cg14989968
6186	cg16873396
6187	cg25573635
6188	cg13423729
6189	cg19573495
6190	cg10351284
6191	cg18587674
6192	cg04717485
6193	cg02993699
6194	cg24727122
6195	cg09130434
6196	cg25902146
6197	cg11195337
6198	cg01869955
6199	cg12578754
6200	cg26978611
6201	cg16339157
6202	cg23465650
6203	cg05836442
6204	cg03849927
6205	cg05483875
6206	cg25356456
6207	cg21427619
6208	cg16343129
6209	cg25964940
6210	cg06786219
6211	cg10037633
6212	cg04796378
6213	cg06793974
6214	cg20479736
6215	cg13302217
6216	cg08623641
6217	cg02788177
6218	cg21187848
6219	cg10329418
6220	cg23430482
6221	cg00467292
6222	cg01138020
6223	cg17306861
6224	cg24706275
6225	cg07727547
6226	cg19979643
6227	cg19221748
6228	cg07787996
6229	cg14343580
6230	cg15905444
6231	cg00767269
6232	cg16394215
6233	cg13604445
6234	cg14757898
6235	cg22400906
6236	cg26620688
6237	cg26170516
6238	cg16884826
6239	cg01240444
6240	cg07137934
6241	cg19852115
6242	cg19635809
6243	cg07027998
6244	cg01437900
6245	cg08291957
6246	cg09879734
6247	cg04035929
6248	cg27272098
6249	cg09731946
6250	cg14022550
6251	cg02086877
6252	cg25123566
6253	cg02158090
6254	cg12094442
6255	cg24181875
6256	cg13117720
6257	cg02368058
6258	cg02414406
6259	cg24324146
6260	cg23967554
6261	cg17768957
6262	cg24771933
6263	cg24362952
6264	cg02164140
6265	cg26959316
6266	cg23703946
6267	cg21225548
6268	cg16680046
6269	cg23161126
6270	cg23363602
6271	cg01187496
6272	cg07046142
6273	cg00417147
6274	cg19566405
6275	cg13432682
6276	cg26342454
6277	cg02148654
6278	cg13603465
6279	cg25879946
6280	cg05421423
6281	cg20097645
6282	cg18965179
6283	cg24145935
6284	cg04248263
6285	cg01366462
6286	cg02623471
6287	cg22179913
6288	cg21870708
6289	cg24126531
6290	cg19792130
6291	cg06873421
6292	cg26247335
6293	cg11967079
6294	cg07353583
6295	cg07734160
6296	cg22752023
6297	cg16092390
6298	cg06686712
6299	cg12753915
6300	cg15289643
6301	cg04969078
6302	cg07465275
6303	cg11813064
6304	cg07998923
6305	cg03238057
6306	cg06345712
6307	cg00862588
6308	cg08710234
6309	cg23692214
6310	cg11568498
6311	cg18452324
6312	cg27587095
6313	cg09188035
6314	cg15813460
6315	cg07311413
6316	cg04890851
6317	cg02307184
6318	cg02910031
6319	cg08741688
6320	cg21547624
6321	cg09484192
6322	cg05364011
6323	cg05951596
6324	cg25705573
6325	cg05310457
6326	cg00023024
6327	cg09045944
